State1,State2,State2Abbr,State1Abbr,dyadid,S1region,S2region,Border,Distance,State1_Lat,State1_Long,State2_Lat,State2_Long,ACS_Migration,PopDif,State1_Pop,State2_Pop,IncomingFlights,IRS_migration,Income,IRS_migration_2010,Income_2010,Imports,GSPDif,S1GSP,S2GSP,DemDif,S1AvgDem,S2AvgDem,S1SenDemProp,S1HSDemProp,S2SenDemProp,S2HSDemProp,IdeologyDif,PIDDif,S1Ideology,S1PID,S2Ideology,S2PID,policy_diffusion_tie,policy_diffusion_2015,LibDif,ELibDif,SLibDif,S1EconomicLiberalism,S1SocialLiberalism,S2EconomicLiberalism,S2SocialLiberalism,MassSocLibDif,MassEconLibDif,PolSocLibDif,PolEconLibDif,State1PolSocLib,State1PolEconLib,State1MassSocLib,State1MassEconLib,State2PolSocLib,State2PolEconLib,State2MassSocLib,State2MassEconLib,RaceDif,LatinxDif,WhiteDif,BlackDif,AsianDif,NativeDif,S1Latinx,S1White,S1Black,S1Asian,S1Native,S2Latinx,S2White,S2Black,S2Asian,S2Native,ReligDif,ChristianDif,EvangelicalDif,MainlineDif,BPDif,CatholicDif,MormonDif,JewishDif,MuslimDif,BuddhistDif,HinduDif,NonesDif,NPDif,ReligiosityDif,S1Christian,S1Evangelical,S1Mainline,S1BlackProt,S1Catholic,S1Mormon,S1Jewish,S1Muslim,S1Buddhist,S1Hindu,S1Nones,S1NothingParticular,S1HighlyReligious,S2Christian,S2Evangelical,S2Mainline,S2BlackProt,S2Catholic,S2Mormon,S2Jewish,S2Muslim,S2Buddhist,S2Hindu,S2Nones,S2NothingParticular,S2HighlyReligious
Alaska,Alabama,AL,AK,AK-AL,West,South,0,4594.366751,58.301935,-134.41974,32.361538,-86.279118,942,-4088469,730874,4819343,24,"6,846","$123,597 ",534,"$10,198 ",40088997.3,-155221,50404,205625,0.07857143,0.35,0.27142857,0.3,0.4,0.22857143,0.31428571,-0.31610168,-0.14324945,-0.34999999,-0.47368422,-0.03389831,-0.33043477,0,0,NA,NA,NA,NA,NA,-0.0384034,-0.27149132,0.38336566,0.063642495,1.486511079,1.189052693,-0.090514018,-0.181159381,0.453584972,-0.461111136,-1.577025097,-1.370212074,0.070219312,-0.524753631,50.6,2.9,-4.9,-23.8,5.3,13.7,0.07,0.606,0.029,0.066,0.142,0.041,0.655,0.267,0.013,0.005,74,-24,-27,-1,-13,9,4,0,0,1,0,19,11,-32,0.62,0.22,0.12,0.03,0.16,0.05,0,0,0.01,0,0.31,0.2,0.45,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Arizona,Alabama,AL,AZ,AZ-AL,West,South,0,2407.664753,33.448457,-112.073844,32.361538,-86.279118,1337,2116015,6935358,4819343,557,"15,264","$366,829 ",887,"$20,846 ",1049779852,100224,305849,205625,0.145238095,0.416666665,0.27142857,0.43333333,0.4,0.22857143,0.31428571,-0.06866579,0.10957587,-0.1025641,-0.2208589,-0.03389831,-0.33043477,11,0,34.186113,-1.230781,32.955332,-0.05071121,0.058062,-0.0384034,-0.27149132,1.380855902,0.073593929,0.949245142,0.148819839,-0.627779955,-1.221392235,1.451075214,-0.451159702,-1.577025097,-1.370212074,0.070219312,-0.524753631,66,27.3,-10.8,-22.6,1.9,3.4,0.314,0.547,0.041,0.032,0.039,0.041,0.655,0.267,0.013,0.005,77,-19,-23,-1,-15,14,4,2,1,1,1,15,10,-24,0.67,0.26,0.12,0.01,0.21,0.05,0.02,0.01,0.01,0.01,0.27,0.19,0.53,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Arkansas,Alabama,AL,AR,AR-AL,South,South,0,620.4272672,34.736009,-92.331122,32.361538,-86.279118,574,-1850948,2968395,4819343,124,"17,025","$357,273 ",967,"$16,131 ",1867059461,-84242,121383,205625,0.065714285,0.337142855,0.27142857,0.31428571,0.36,0.22857143,0.31428571,0.11840535,0.15900619,0.08450704,-0.17142858,-0.03389831,-0.33043477,20,1,2.949804,2.156186,0.793618,-0.01684154,-0.26355514,-0.0384034,-0.27149132,-0.088692843,0.149633063,-0.272807875,0.230999367,-1.849832972,-1.139212707,-0.018473531,-0.375120568,-1.577025097,-1.370212074,0.070219312,-0.524753631,22,3.3,6.8,-11.5,0.3,0.1,0.074,0.723,0.152,0.016,0.006,0.041,0.655,0.267,0.013,0.005,23,-7,-3,3,-8,1,0,0,2,0,0,6,4,-7,0.79,0.46,0.16,0.08,0.08,0.01,0,0.02,0,0,0.18,0.13,0.7,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
California,Alabama,AL,CA,CA-AL,West,South,0,3243.683732,38.555605,-121.468926,32.361538,-86.279118,3715,34266641,39085984,4819343,2283,"42,790","$978,299 ","2,465","$46,941 ",4931315452,2417106,2622731,205625,0.36607143,0.6375,0.27142857,0.625,0.65,0.22857143,0.31428571,0.21372287,0.27268829,0.17982456,-0.05774648,-0.03389831,-0.33043477,28,0,46.08812,3.115099,42.973021,-0.00725241,0.15823889,-0.0384034,-0.27149132,2.221865344,0.543658933,4.209596225,2.929044048,2.632571128,1.558831974,2.292084656,0.018905302,-1.577025097,-1.370212074,0.070219312,-0.524753631,97.9,35,-28.5,-21.2,13.1,-0.1,0.391,0.37,0.055,0.144,0.004,0.041,0.655,0.267,0.013,0.005,89,-23,-29,-3,-14,21,0,2,1,2,2,15,9,-28,0.63,0.2,0.1,0.02,0.28,0.01,0.02,0.01,0.02,0.02,0.27,0.18,0.49,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Colorado,Alabama,AL,CO,CO-AL,West,South,0,1868.073229,39.7391667,-104.984167,32.361538,-86.279118,3120,722939,5542282,4819343,974,"20,104","$474,356 ","1,205","$26,318 ",697531192.1,117019,322644,205625,0.232967035,0.504395605,0.27142857,0.48571429,0.52307692,0.22857143,0.31428571,0.15889831,0.34536014,0.125,0.01492537,-0.03389831,-0.33043477,0,0,44.423473,-8.009753,36.41372,-0.11850093,0.09264588,-0.0384034,-0.27149132,2.046372808,0.041284998,2.067615291,0.866416173,0.490590194,-0.503795901,2.11659212,-0.483468633,-1.577025097,-1.370212074,0.070219312,-0.524753631,44.8,17.4,2.7,-22.8,1.8,0.1,0.215,0.682,0.039,0.031,0.006,0.041,0.655,0.267,0.013,0.005,58,-22,-23,2,-14,9,1,1,0,1,0,7,11,-30,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Connecticut,Alabama,AL,CT,CT-AL,Northeast,South,0,1595.214602,41.767,-72.677,32.361538,-86.279118,206,-1263046,3556297,4819343,141,"4,679","$129,452 ",224,"$5,090 ",586859678.3,54293,259918,205625,0.29442868,0.56585725,0.27142857,0.55555556,0.57615894,0.22857143,0.31428571,0.12031806,0.51464529,0.08641975,0.18421052,-0.03389831,-0.33043477,6,0,65.293236,13.144804,52.148432,0.09304464,0.249993,-0.0384034,-0.27149132,2.606982953,0.401067435,3.859822223,3.11158845,2.282797126,1.741376376,2.677202265,-0.123686196,-1.577025097,-1.370212074,0.070219312,-0.524753631,33.5,12,1.2,-16.8,3.2,-0.3,0.161,0.667,0.099,0.045,0.002,0.041,0.655,0.267,0.013,0.005,94,-16,-36,4,-11,26,0,3,1,1,1,11,5,-34,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Delaware,Alabama,AL,DE,DE-AL,South,South,0,1229.899514,39.161921,-75.526755,32.361538,-86.279118,506,-3866894,952449,4819343,0,"2,054","$47,550 ",113,"$1,960 ",124703645.6,-134172,71453,205625,0.319163765,0.590592335,0.27142857,0.57142857,0.6097561,0.22857143,0.31428571,0.27199355,0.18757762,0.23809524,-0.14285715,-0.03389831,-0.33043477,0,0,41.490343,1.417263,40.07308,-0.02423077,0.12923948,-0.0384034,-0.27149132,1.433020974,0.320054065,2.649027921,2.468973487,1.072002824,1.098761413,1.503240286,-0.204699566,-1.577025097,-1.370212074,0.070219312,-0.524753631,16.7,5.2,-3.3,-5.2,2.7,-0.3,0.093,0.622,0.215,0.04,0.002,0.041,0.655,0.267,0.013,0.005,81,-17,-34,8,-6,15,-1,3,1,0,2,11,9,-25,0.69,0.15,0.21,0.1,0.22,0,0.03,0.01,0,0.02,0.23,0.18,0.52,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
District of Columbia,Alabama,AL,DC,DC-AL,South,South,0,NA,NA,NA,NA,NA,494,-4134533,684810,4819343,0,"2,118","$67,539 ",99,"$3,037 ",13774896.1,-79147,126478,205625,NA,NA,0.27142857,NA,NA,0.22857143,0.31428571,0.66723164,0.70080513,0.63333333,0.37037036,-0.03389831,-0.33043477,NA,NA,NA,NA,NA,NA,NA,-0.0384034,-0.27149132,NA,NA,NA,NA,NA,NA,NA,NA,-1.577025097,-1.370212074,0.070219312,-0.524753631,57.5,6.9,-29,18.6,2.7,-0.3,0.11,0.365,0.453,0.04,0.002,0.041,0.655,0.267,0.013,0.005,74,-21,-35,2,-4,12,0,4,2,2,1,12,7,-24,0.65,0.14,0.15,0.12,0.19,0.01,0.04,0.02,0.02,0.01,0.24,0.16,0.53,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Florida,Alabama,AL,FL,FL-AL,South,South,1,285.5241972,30.4518,-84.27277,32.361538,-86.279118,9389,15953028,20772371,4819343,2844,"194,280","$4,595,972 ","10,677","$211,924 ",11174990908,720424,926049,205625,0.06607143,0.3375,0.27142857,0.35,0.325,0.22857143,0.31428571,0.02935286,0.19468816,-0.00454545,-0.13574661,-0.03389831,-0.33043477,34,0,32.094208,4.961175,27.133033,0.01120835,-0.00016099,-0.0384034,-0.27149132,1.61652897,0.136967247,0.786697096,0.250203344,-0.790328001,-1.12000873,1.686748282,-0.387786384,-1.577025097,-1.370212074,0.070219312,-0.524753631,46.3,21.5,-11.7,-11.3,1.5,-0.3,0.256,0.538,0.154,0.028,0.002,0.041,0.655,0.267,0.013,0.005,63,-16,-25,1,-8,14,0,3,0,0,0,12,8,-23,0.7,0.24,0.14,0.08,0.21,0.01,0.03,0,0,0,0.24,0.17,0.54,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Georgia,Alabama,AL,GA,GA-AL,South,South,1,235.1462864,33.76,-84.39,32.361538,-86.279118,15270,5480154,10299497,4819343,198,"257,664","$5,305,054 ","13,766","$231,757 ",16683899976,325677,531302,205625,0.04980159,0.32123016,0.27142857,0.30357143,0.33888889,0.22857143,0.31428571,0.03389831,0.04653648,0,-0.28389829,-0.03389831,-0.33043477,10,0,19.25826,-6.763636,12.494624,-0.10603976,-0.14654508,-0.0384034,-0.27149132,0.854786368,0.254078707,-0.319332677,-0.054587801,-1.896357774,-1.424799875,0.92500568,-0.270674924,-1.577025097,-1.370212074,0.070219312,-0.524753631,25.7,5.5,-12.9,4.4,2.6,-0.3,0.096,0.526,0.311,0.039,0.002,0.041,0.655,0.267,0.013,0.005,22,-7,-11,-1,1,2,0,1,0,0,0,6,4,-11,0.79,0.38,0.12,0.17,0.09,0.01,0.01,0,0,0,0.18,0.13,0.66,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Hawaii,Alabama,AL,HI,HI-AL,West,South,0,7087.300679,21.30895,-157.826182,32.361538,-86.279118,844,-3408593,1410750,4819343,128,"8,988","$164,349 ",445,"$7,932 ",72221891.6,-120954,84671,205625,0.63994398,0.91137255,0.27142857,0.96,0.8627451,0.22857143,0.31428571,0.17182934,0.13043477,0.13793103,-0.2,-0.03389831,-0.33043477,0,0,NA,NA,NA,NA,NA,-0.0384034,-0.27149132,2.415094017,0.403023608,3.963148266,2.931091229,2.386123169,1.560879155,2.485313329,-0.121730023,-1.577025097,-1.370212074,0.070219312,-0.524753631,111.6,6.4,-43.7,-25.1,36,-0.4,0.105,0.218,0.016,0.373,0.001,0.041,0.655,0.267,0.013,0.005,77,-23,-24,-2,-14,13,2,0,0,8,0,14,11,-30,0.63,0.25,0.11,0.02,0.2,0.03,0,0,0.08,0,0.26,0.2,0.47,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Idaho,Alabama,AL,ID,ID-AL,West,South,0,2890.353863,43.613739,-116.237651,32.361538,-86.279118,58,-3125161,1694182,4819343,63,"2,903","$58,296 ",143,"$2,167 ",75693609.7,-137248,68377,205625,-0.07142857,0.2,0.27142857,0.2,0.2,0.22857143,0.31428571,-0.04773434,0.10594498,-0.08163265,-0.22448979,-0.03389831,-0.33043477,0,0,34.251247,-14.804541,19.446706,-0.18644881,-0.07702426,-0.0384034,-0.27149132,0.805732774,-0.419064136,0.307347429,-0.280729641,-1.269677668,-1.650941715,0.875952086,-0.943817767,-1.577025097,-1.370212074,0.070219312,-0.524753631,51.5,8.3,16.5,-26.1,0,0.6,0.124,0.82,0.006,0.013,0.011,0.041,0.655,0.267,0.013,0.005,84,-19,-28,3,-16,3,18,0,1,0,0,15,13,-26,0.67,0.21,0.16,0,0.1,0.19,0,0.01,0,0,0.27,0.22,0.51,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Illinois,Alabama,AL,IL,IL-AL,Midwest,South,0,879.9113279,39.78325,-89.650373,32.361538,-86.279118,1682,7839985,12659328,4819343,820,"26,991","$605,266 ","1,491","$28,374 ",3468870283,590387,796012,205625,0.359927365,0.631355935,0.27142857,0.66101695,0.60169492,0.22857143,0.31428571,0.15593221,0.15043476,0.1220339,-0.18000001,-0.03389831,-0.33043477,8,0,37.959712,6.277801,31.681911,0.02437461,0.04532779,-0.0384034,-0.27149132,1.79821432,0.363558413,2.577341968,2.041943893,1.000316871,0.671731819,1.868433632,-0.161195218,-1.577025097,-1.370212074,0.070219312,-0.524753631,34.6,13.1,-4.3,-12.7,4.1,-0.4,0.172,0.612,0.14,0.054,0.001,0.041,0.655,0.267,0.013,0.005,78,-15,-29,3,-9,21,-1,2,1,1,1,10,6,-26,0.71,0.2,0.16,0.07,0.28,0,0.02,0.01,0.01,0.01,0.22,0.15,0.51,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Indiana,Alabama,AL,IN,IN-AL,Midwest,South,0,827.1217001,39.790942,-86.147685,32.361538,-86.279118,1216,1772255,6591598,4819343,227,"20,019","$402,609 ","1,057","$21,946 ",3540277242,141624,347249,205625,-0.02142857,0.25,0.27142857,0.2,0.3,0.22857143,0.31428571,0.06063628,0.00582743,0.02673797,-0.32460734,-0.03389831,-0.33043477,0,0,13.546096,-3.688005,9.858091,-0.07528345,-0.17291041,-0.0384034,-0.27149132,0.732509131,-0.013556424,0.881822207,1.046069313,-0.69520289,-0.324142761,0.802728443,-0.538310055,-1.577025097,-1.370212074,0.070219312,-0.524753631,35.3,2.8,13.7,-17.5,0.9,-0.4,0.069,0.792,0.092,0.022,0.001,0.041,0.655,0.267,0.013,0.005,58,-14,-18,3,-11,11,0,1,0,0,0,14,10,-23,0.72,0.31,0.16,0.05,0.18,0.01,0.01,0,0,0,0.26,0.19,0.54,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Iowa,Alabama,AL,IA,IA-AL,Midwest,South,0,1216.209646,41.590939,-93.620866,32.361538,-86.279118,817,-1712463,3106880,4819343,95,"5,265","$119,332 ",280,"$6,891 ",636395013.9,-20442,185183,205625,0.20357143,0.475,0.27142857,0.52,0.43,0.22857143,0.31428571,0.11263847,0.17964111,0.07874016,-0.15079366,-0.03389831,-0.33043477,0,0,34.73471,-13.297058,21.437652,-0.17137398,-0.0571148,-0.0384034,-0.27149132,1.521361047,-0.090260048,2.459825041,1.466879993,0.882799944,0.096667919,1.591580359,-0.615013679,-1.577025097,-1.370212074,0.070219312,-0.524753631,47.2,1.8,20.4,-23.4,1.3,-0.3,0.059,0.859,0.033,0.026,0.002,0.041,0.655,0.267,0.013,0.005,74,-9,-21,17,-14,11,-1,0,1,0,0,9,7,-22,0.77,0.28,0.3,0.02,0.18,0,0,0.01,0,0,0.21,0.16,0.55,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Kansas,Alabama,AL,KS,KS-AL,Midwest,South,0,1128.63815,39.04,-95.69,32.361538,-86.279118,276,-1942418,2876925,4819343,60,"12,269","$245,660 ",957,"$17,577 ",555489976,-55049,150576,205625,-0.05942857,0.212,0.27142857,0.2,0.224,0.22857143,0.31428571,-0.04218864,0.00459206,-0.07608695,-0.32584271,-0.03389831,-0.33043477,31,0,29.53016,-7.106587,22.423573,-0.10946927,-0.04725559,-0.0384034,-0.27149132,0.796493145,0.017059972,0.728472491,0.436973288,-0.848552606,-0.933238786,0.866712457,-0.507693659,-1.577025097,-1.370212074,0.070219312,-0.524753631,41.1,7.8,10.4,-21.2,1.6,0.1,0.119,0.759,0.055,0.029,0.006,0.041,0.655,0.267,0.013,0.005,64,-10,-18,11,-14,11,0,0,1,1,0,8,5,-22,0.76,0.31,0.24,0.02,0.18,0.01,0,0.01,0.01,0,0.2,0.14,0.55,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Kentucky,Alabama,AL,KY,KY-AL,South,South,0,662.2258318,38.197274,-84.86311,32.361538,-86.279118,2851,-415064,4404279,4819343,281,"27,305","$555,400 ","1,619","$30,814 ",1820302529,-8944,196681,205625,0.13330827,0.40473684,0.27142857,0.28947368,0.52,0.22857143,0.31428571,0.17360419,0.06376809,0.13970588,-0.26666668,-0.03389831,-0.33043477,20,0,12.403774,5.457273,-6.946501,0.01616933,-0.34095633,-0.0384034,-0.27149132,0.38541157,0.128798294,0.708377818,1.106070809,-0.868647279,-0.264141265,0.455630882,-0.395955337,-1.577025097,-1.370212074,0.070219312,-0.524753631,38.8,-0.6,19.1,-18.7,0.1,-0.3,0.035,0.846,0.08,0.014,0.002,0.041,0.655,0.267,0.013,0.005,27,-10,0,-2,-11,3,-1,0,0,0,0,10,5,-14,0.76,0.49,0.11,0.05,0.1,0,0,0,0,0,0.22,0.14,0.63,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Louisiana,Alabama,AL,LA,LA-AL,South,South,0,508.0519303,30.45809,-91.140229,32.361538,-86.279118,2830,-189381,4629962,4819343,237,"46,242","$985,804 ","2,709","$52,656 ",8070836938,31374,236999,205625,0.10805861,0.37948718,0.27142857,0.35897436,0.4,0.22857143,0.31428571,-0.03032187,-0.11187291,-0.06422018,-0.44230768,-0.03389831,-0.33043477,37,1,5.200037,2.190959,-3.009078,-0.01649381,-0.3015821,-0.0384034,-0.27149132,0.281180753,0.144602102,0.656425402,0.423620904,-0.920599695,-0.94659117,0.351400065,-0.380151529,-1.577025097,-1.370212074,0.070219312,-0.524753631,14,1.1,-7,5.4,0.5,0,0.052,0.585,0.321,0.018,0.005,0.041,0.655,0.267,0.013,0.005,55,-2,-22,-5,6,19,-1,0,0,1,0,1,1,-6,0.84,0.27,0.08,0.22,0.26,0,0,0,0.01,0,0.13,0.1,0.71,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Maine,Alabama,AL,ME,ME-AL,Northeast,South,0,1955.674119,44.323535,-69.765261,32.361538,-86.279118,246,-3496752,1322591,4819343,53,"2,284","$49,064 ",119,"$2,939 ",292008369.4,-146330,59295,205625,0.197824035,0.469252605,0.27142857,0.42857143,0.50993378,0.22857143,0.31428571,0.18389832,0.29764789,0.15000001,-0.03278688,-0.03389831,-0.33043477,0,0,51.111648,14.717558,36.39409,0.10877218,0.09244958,-0.0384034,-0.27149132,2.288344557,0.344130175,2.474957482,2.929375757,0.897932385,1.559163683,2.358563869,-0.180623456,-1.577025097,-1.370212074,0.070219312,-0.524753631,56.2,-2.5,27.9,-25.5,-0.2,0.1,0.016,0.934,0.012,0.011,0.006,0.041,0.655,0.267,0.013,0.005,94,-26,-35,8,-14,14,1,2,0,1,0,19,15,-43,0.6,0.14,0.21,0.02,0.21,0.02,0.02,0,0.01,0,0.31,0.24,0.34,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Maryland,Alabama,AL,MD,MD-AL,South,South,0,1149.256191,38.972945,-76.501157,32.361538,-86.279118,644,1168664,5988007,4819343,401,"15,391","$378,504 ",875,"$20,580 ",1500621834,176812,382437,205625,0.402330295,0.673758865,0.27142857,0.70212766,0.64539007,0.22857143,0.31428571,0.26046081,0.19928724,0.2265625,-0.13114753,-0.03389831,-0.33043477,5,0,58.225839,14.586958,43.638881,0.10746618,0.16489749,-0.0384034,-0.27149132,2.040789564,0.671885022,3.51462184,2.436338811,1.937596743,1.066126737,2.111008876,0.147131391,-1.577025097,-1.370212074,0.070219312,-0.524753631,28.9,6,-14.8,2.7,5.1,-0.3,0.101,0.507,0.294,0.064,0.002,0.041,0.655,0.267,0.013,0.005,61,-17,-31,5,0,8,0,3,1,1,1,11,8,-23,0.69,0.18,0.18,0.16,0.15,0.01,0.03,0.01,0.01,0.01,0.23,0.17,0.54,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Massachusetts,Alabama,AL,MA,MA-AL,Northeast,South,0,1736.606631,42.2352,-71.0275,32.361538,-86.279118,212,1970455,6789798,4819343,329,"7,141","$193,054 ",443,"$11,059 ",630786730.2,300151,505776,205625,0.52544643,0.796875,0.27142857,0.825,0.76875,0.22857143,0.31428571,0.23504773,0.35868336,0.20114942,0.02824859,-0.03389831,-0.33043477,1,0,82.001769,22.148588,59.853181,0.18308248,0.32704049,-0.0384034,-0.27149132,3.071818147,0.577461835,3.515615424,3.209676088,1.938590327,1.839464014,3.142037459,0.052708204,-1.577025097,-1.370212074,0.070219312,-0.524753631,39.1,7.7,6,-19.7,5.3,-0.4,0.118,0.715,0.07,0.066,0.001,0.041,0.655,0.267,0.013,0.005,110,-28,-40,-3,-14,27,0,3,1,1,1,20,11,-44,0.58,0.09,0.1,0.02,0.34,0.01,0.03,0.01,0.01,0.01,0.32,0.2,0.33,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Michigan,Alabama,AL,MI,MI-AL,Midwest,South,0,1164.605418,42.7335,-84.5467,32.361538,-86.279118,3669,5031987,9851330,4819343,815,"23,461","$439,015 ","1,391","$21,411 ",3435300409,284613,490238,205625,0.08239918,0.35382775,0.27142857,0.28947368,0.41818182,0.22857143,0.31428571,0.13734659,0.13455848,0.10344828,-0.19587629,-0.03389831,-0.33043477,0,0,30.752418,3.764741,26.987677,-0.00075599,-0.00161455,-0.0384034,-0.27149132,1.404333405,0.161234722,1.730254583,1.728240845,0.153229486,0.358028771,1.474552717,-0.363518909,-1.577025097,-1.370212074,0.070219312,-0.524753631,25.4,1,9.5,-13.1,1.8,0,0.051,0.75,0.136,0.031,0.005,0.041,0.655,0.267,0.013,0.005,64,-16,-24,5,-8,11,-1,1,1,1,0,12,8,-24,0.7,0.25,0.18,0.08,0.18,0,0.01,0.01,0.01,0,0.24,0.17,0.53,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Minnesota,Alabama,AL,MN,MN-AL,Midwest,South,0,1520.008817,44.95,-93.094,32.361538,-86.279118,491,691559,5510902,4819343,326,"5,892","$150,996 ",315,"$7,553 ",957475179.7,133471,339096,205625,0.247228145,0.518656715,0.27142857,0.58208955,0.45522388,0.22857143,0.31428571,0.10153116,0.2106191,0.06763285,-0.11981567,-0.03389831,-0.33043477,0,0,38.429918,-5.347487,33.082431,-0.09187827,0.05933299,-0.0384034,-0.27149132,1.689786471,0.301326842,2.405793613,2.372527799,0.828768516,1.002315725,1.760005783,-0.223426789,-1.577025097,-1.370212074,0.070219312,-0.524753631,40,1.2,14.4,-20.3,3.6,0.5,0.053,0.799,0.064,0.049,0.01,0.041,0.655,0.267,0.013,0.005,85,-12,-30,16,-14,15,0,1,1,0,0,8,4,-28,0.74,0.19,0.29,0.02,0.22,0.01,0.01,0.01,0,0,0.2,0.13,0.49,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Mississippi,Alabama,AL,MS,MS-AL,South,South,1,369.4324556,32.32,-90.207,32.361538,-86.279118,5936,-1872372,2946971,4819343,15,"87,307","$1,637,211 ","4,841","$83,064 ",7416130730,-97130,108495,205625,0.12169879,0.39312736,0.27142857,0.38461538,0.40163934,0.22857143,0.31428571,-0.09597182,0.02780318,-0.12987013,-0.30263159,-0.03389831,-0.33043477,49,0,7.923898,2.177328,-5.74657,-0.01663012,-0.32895702,-0.0384034,-0.27149132,-0.147183819,0.100874638,-0.928360456,-0.226307075,-2.505385553,-1.596519149,-0.076964507,-0.423878993,-1.577025097,-1.370212074,0.070219312,-0.524753631,21.8,-1.2,-8.9,11.2,-0.4,-0.1,0.029,0.566,0.379,0.009,0.004,0.041,0.655,0.267,0.013,0.005,22,-3,-8,-1,8,-3,0,0,0,0,0,2,2,0,0.83,0.41,0.12,0.24,0.04,0.01,0,0,0,0,0.14,0.11,0.77,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Missouri,Alabama,AL,MO,MO-AL,Midwest,South,0,874.3183046,38.572954,-92.189283,32.361538,-86.279118,2518,1220534,6039877,4819343,453,"21,470","$473,854 ","1,066","$24,722 ",999888229.2,93488,299113,205625,-0.00103882,0.27038975,0.27142857,0.26470588,0.27607362,0.22857143,0.31428571,0.06274446,0.06120399,0.02884615,-0.26923078,-0.03389831,-0.33043477,5,0,23.074763,-8.042359,15.032404,-0.11882699,-0.12116728,-0.0384034,-0.27149132,0.86505974,0.012836155,0.596888752,0.920814863,-0.980136345,-0.449397211,0.935279052,-0.511917476,-1.577025097,-1.370212074,0.070219312,-0.524753631,30.2,0.1,13.9,-15.3,0.7,-0.2,0.042,0.794,0.114,0.02,0.003,0.041,0.655,0.267,0.013,0.005,44,-9,-13,3,-10,9,0,0,0,1,0,8,6,-17,0.77,0.36,0.16,0.06,0.16,0.01,0,0,0.01,0,0.2,0.15,0.6,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
Montana,Alabama,AL,MT,MT-AL,West,South,0,2700.910992,46.595805,-112.027031,32.361538,-86.279118,301,-3780173,1039170,4819343,113,"2,432","$51,507 ",130,"$2,861 ",161239625.4,-159398,46227,205625,0.14357143,0.415,0.27142857,0.42,0.41,0.22857143,0.31428571,0.18774447,0.30411898,0.15384616,-0.02631579,-0.03389831,-0.33043477,24,0,34.325066,4.483623,29.841443,0.00643283,0.02692311,-0.0384034,-0.27149132,1.034245481,-0.12731851,1.581854846,1.904762487,0.004829749,0.534550413,1.104464793,-0.652072141,-1.577025097,-1.370212074,0.070219312,-0.524753631,53.5,-0.4,20.8,-26.3,-0.6,5.4,0.037,0.863,0.004,0.007,0.059,0.041,0.655,0.267,0.013,0.005,70,-21,-21,1,-16,10,3,0,0,1,0,18,12,-29,0.65,0.28,0.14,0,0.17,0.04,0,0,0.01,0,0.3,0.21,0.48,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77
