State1,State2,State2Abbr,State1Abbr,dyadid,S1region,S2region,Border,Distance,State1_Lat,State1_Long,State2_Lat,State2_Long,ACS_Migration,PopDif,State1_Pop,State2_Pop,IncomingFlights,IRS_migration,Income,IRS_migration_2010,Income_2010,Imports,GSPDif,S1GSP,S2GSP,DemDif,S1AvgDem,S2AvgDem,S1SenDemProp,S1HSDemProp,S2SenDemProp,S2HSDemProp,IdeologyDif,PIDDif,S1Ideology,S1PID,S2Ideology,S2PID,policy_diffusion_tie,policy_diffusion_2015,LibDif,ELibDif,SLibDif,S1EconomicLiberalism,S1SocialLiberalism,S2EconomicLiberalism,S2SocialLiberalism,MassSocLibDif,MassEconLibDif,PolSocLibDif,PolEconLibDif,State1PolSocLib,State1PolEconLib,State1MassSocLib,State1MassEconLib,State2PolSocLib,State2PolEconLib,State2MassSocLib,State2MassEconLib,RaceDif,LatinxDif,WhiteDif,BlackDif,AsianDif,NativeDif,S1Latinx,S1White,S1Black,S1Asian,S1Native,S2Latinx,S2White,S2Black,S2Asian,S2Native,ReligDif,ChristianDif,EvangelicalDif,MainlineDif,BPDif,CatholicDif,MormonDif,JewishDif,MuslimDif,BuddhistDif,HinduDif,NonesDif,NPDif,ReligiosityDif,S1Christian,S1Evangelical,S1Mainline,S1BlackProt,S1Catholic,S1Mormon,S1Jewish,S1Muslim,S1Buddhist,S1Hindu,S1Nones,S1NothingParticular,S1HighlyReligious,S2Christian,S2Evangelical,S2Mainline,S2BlackProt,S2Catholic,S2Mormon,S2Jewish,S2Muslim,S2Buddhist,S2Hindu,S2Nones,S2NothingParticular,S2HighlyReligious
Pennsylvania,Colorado,CO,PA,PA-CO,Northeast,West,0,2387.461011,40.269789,-76.875613,39.7391667,-104.984167,2786,7132360,12674642,5542282,253,"34,161","$1,046,142 ","2,117","$58,416 ",2135500316,397190,719834,322644,-0.11242516,0.391970445,0.504395605,0.38,0.40394089,0.48571429,0.52307692,-0.06631456,-0.18661911,0.05868544,-0.17169374,0.125,0.01492537,38,0,31.399102,20.650197,-10.748905,0.08800104,-0.01484317,-0.11850093,0.09264588,-0.726122687,0.203198116,-0.402955028,1.242817709,0.087635166,0.739021808,1.390469433,-0.280270517,0.490590194,-0.503795901,2.11659212,-0.483468633,30.1,-14.2,8.2,6.8,0.4,-0.5,0.073,0.764,0.107,0.035,0.001,0.215,0.682,0.039,0.031,0.006,33,9,-7,8,3,8,-2,0,1,-1,1,2,-6,6,0.73,0.19,0.23,0.05,0.24,0,0.01,0.01,0,0.01,0.21,0.14,0.53,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Rhode Island,Colorado,CO,RI,RI-CO,Northeast,West,0,2820.495813,41.82355,-71.422132,39.7391667,-104.984167,425,-4493733,1048549,5542282,12,"3,174","$102,599 ",165,"$4,548 ",48262900.4,-265115,57529,322644,0.336657025,0.84105263,0.504395605,0.84210526,0.84,0.48571429,0.52307692,0.19642857,-0.01492537,0.32142857,0,0.125,0.01492537,32,0,38.757477,26.78172,11.975757,0.14931627,0.21240345,-0.11850093,0.09264588,0.754359563,0.380746076,0.823084265,2.615437862,1.313674459,2.111641961,2.870951683,-0.102722557,0.490590194,-0.503795901,2.11659212,-0.483468633,12.3,-6.1,3.9,1.5,0.5,-0.3,0.154,0.721,0.054,0.036,0.003,0.215,0.682,0.039,0.031,0.006,43,11,-12,-1,0,26,-1,0,0,-1,1,1,-7,2,0.75,0.14,0.14,0.02,0.42,0.01,0.01,0,0,0.01,0.2,0.13,0.49,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
South Carolina,Colorado,CO,SC,SC-CO,South,West,0,2218.73213,34,-81.035,39.7391667,-104.984167,1756,-576071,4966211,5542282,64,"18,050","$470,139 ","1,112","$26,792 ",604490735.7,-112785,209859,322644,-0.134129125,0.37026648,0.504395605,0.36956522,0.37096774,0.48571429,0.52307692,-0.10137795,-0.28476665,0.02362205,-0.26984128,0.125,0.01492537,0,0,34.708676,7.865887,-26.842789,-0.03984206,-0.17578201,-0.11850093,0.09264588,-1.458901502,0.014104261,-2.415199782,-1.212826831,-1.924609588,-1.716622732,0.657690618,-0.469364372,0.490590194,-0.503795901,2.11659212,-0.483468633,45.3,-15.8,-4.6,22.9,-1.6,-0.4,0.057,0.636,0.268,0.015,0.002,0.215,0.682,0.039,0.031,0.006,31,14,9,1,13,-6,-1,0,0,-1,0,0,-6,23,0.78,0.35,0.16,0.15,0.1,0.01,0.01,0,0,0,0.19,0.14,0.7,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
South Dakota,Colorado,CO,SD,SD-CO,Midwest,West,0,642.4826779,44.367966,-100.336378,39.7391667,-104.984167,1284,-4685556,856726,5542282,5,"19,098","$431,415 ","1,054","$23,748 ",1046662864,-274290,48354,322644,-0.304395605,0.2,0.504395605,0.22857143,0.17142857,0.48571429,0.52307692,-0.16071429,-0.15778252,-0.03571429,-0.14285715,0.125,0.01492537,10,0,48.808561,-9.600763,-39.207798,-0.21450856,-0.2994321,-0.11850093,0.09264588,-1.05643322,-0.185391262,-1.73225688,-0.781056857,-1.241666686,-1.284852758,1.0601589,-0.668859895,0.490590194,-0.503795901,2.11659212,-0.483468633,43.9,-17.9,14.1,-2,-1.9,8,0.036,0.823,0.019,0.012,0.086,0.215,0.682,0.039,0.031,0.006,30,15,-1,17,-2,6,-2,-1,0,0,0,-1,-8,12,0.79,0.25,0.32,0,0.22,0,0,0,0.01,0,0.18,0.12,0.59,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Tennessee,Colorado,CO,TN,TN-CO,South,West,0,1643.187111,36.165,-86.784,39.7391667,-104.984167,1823,1099790,6642072,5542282,185,"29,902","$753,719 ","1,763","$39,096 ",2023781646,9224,331868,322644,-0.2973249,0.207070705,0.504395605,0.15151515,0.26262626,0.48571429,0.52307692,-0.09854497,-0.36207564,0.02645503,-0.34715027,0.125,0.01492537,5,0,43.237974,11.300985,-31.936989,-0.00549108,-0.22672401,-0.11850093,0.09264588,-1.706322382,0.007015256,-1.728881558,-0.067071659,-1.238291364,-0.57086756,0.410269738,-0.476453377,0.490590194,-0.503795901,2.11659212,-0.483468633,36.2,-16.1,5.7,12.7,-1.3,-0.4,0.054,0.739,0.166,0.018,0.002,0.215,0.682,0.039,0.031,0.006,51,17,26,-2,6,-10,-1,0,1,0,0,-5,-9,26,0.81,0.52,0.13,0.08,0.06,0.01,0.01,0.01,0.01,0,0.14,0.11,0.73,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Texas,Colorado,CO,TX,TX-CO,South,West,0,1242.738849,30.266667,-97.75,39.7391667,-104.984167,20023,22382350,27924632,5542282,904,"241,470","$6,135,606 ","14,962","$352,156 ",8356679480,1276639,1599283,322644,-0.15697625,0.347419355,0.504395605,0.35483871,0.34,0.48571429,0.52307692,-0.19381721,-0.31130064,-0.06881721,-0.29637527,0.125,0.01492537,6,0,23.742315,1.283877,-22.458438,-0.10566216,-0.1319385,-0.11850093,0.09264588,-1.11672005,0.020527945,-1.245518205,-0.398544745,-0.754928011,-0.902340646,0.99987207,-0.462940688,0.490590194,-0.503795901,2.11659212,-0.483468633,54.1,17.9,-26.3,7.9,1.7,-0.3,0.394,0.419,0.118,0.048,0.003,0.215,0.682,0.039,0.031,0.006,21,13,5,-2,4,7,-1,0,1,0,0,-1,-7,17,0.77,0.31,0.13,0.06,0.23,0.01,0.01,0.01,0.01,0,0.18,0.13,0.64,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Utah,Colorado,CO,UT,UT-CO,West,West,1,597.6045877,40.7547,-111.892622,39.7391667,-104.984167,4625,-2486089,3056193,5542282,42,"55,145","$1,264,846 ","3,191","$62,801 ",6129990041,-164973,157671,322644,-0.33818871,0.166206895,0.504395605,0.17241379,0.16,0.48571429,0.52307692,-0.51973686,-0.30063967,-0.39473686,-0.2857143,0.125,0.01492537,28,0,27.12338,-0.990485,-26.132895,-0.12840578,-0.16868307,-0.11850093,0.09264588,-1.878938002,-0.21637449,-1.689720364,-0.517080421,-1.19913017,-1.020876322,0.237654118,-0.699843123,0.490590194,-0.503795901,2.11659212,-0.483468633,21.4,-7.5,10.1,-2.7,-0.7,0.4,0.14,0.783,0.012,0.024,0.01,0.215,0.682,0.039,0.031,0.006,99,9,-19,-9,-2,-11,53,-1,1,0,0,3,-2,17,0.73,0.07,0.06,0,0.05,0.55,0,0.01,0.01,0,0.22,0.18,0.64,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Vermont,Colorado,CO,VT,VT-CO,Northeast,West,0,2709.834485,44.26639,-72.57194,39.7391667,-104.984167,689,-4923193,619089,5542282,14,"5,212","$133,992 ",261,"$6,066 ",64390616.4,-291553,31091,322644,0.12893773,0.633333335,0.504395605,0.7,0.56666667,0.48571429,0.52307692,-0.16666667,-0.13492537,-0.04166667,-0.12,0.125,0.01492537,56,1,55.87327,28.869466,27.003804,0.17019373,0.36268392,-0.11850093,0.09264588,0.962030854,0.583294417,0.650633217,2.214726718,1.141223411,1.710930817,3.078622974,0.099825784,0.490590194,-0.503795901,2.11659212,-0.483468633,48.5,-19.6,24.6,-2.7,-1.3,-0.3,0.019,0.928,0.012,0.018,0.003,0.215,0.682,0.039,0.031,0.006,49,-10,-15,4,-2,6,-2,1,0,0,1,18,2,-13,0.54,0.11,0.19,0,0.22,0,0.02,0,0.01,0.01,0.37,0.22,0.34,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Virginia,Colorado,CO,VA,VA-CO,South,West,0,2396.256715,37.54,-77.46,39.7391667,-104.984167,4644,2830240,8372522,5542282,364,"55,432","$1,739,722 ","3,439","$97,883 ",952848739.3,170288,492932,322644,-0.096895605,0.4075,0.504395605,0.475,0.34,0.48571429,0.52307692,-0.0372807,-0.08939345,0.0877193,-0.07446808,0.125,0.01492537,0,0,21.797522,14.290798,-7.506724,0.02440705,0.01757864,-0.11850093,0.09264588,-0.652088162,0.261103223,-1.152919699,-0.371854869,-0.662329505,-0.87565077,1.464503958,-0.22236541,0.490590194,-0.503795901,2.11659212,-0.483468633,37.3,-12.2,-6.5,14.9,3.3,-0.4,0.093,0.617,0.188,0.064,0.002,0.215,0.682,0.039,0.031,0.006,21,9,4,1,10,-4,0,0,1,0,0,1,-5,14,0.73,0.3,0.16,0.12,0.12,0.02,0.01,0.01,0.01,0,0.2,0.15,0.61,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Washington,Colorado,CO,WA,WA-CO,West,West,0,1655.660112,47.042418,-122.893077,39.7391667,-104.984167,8473,1776529,7318811,5542282,134,"77,034","$2,279,765 ","4,199","$105,205 ",3610461109,154126,476770,322644,-0.004395605,0.5,0.504395605,0.48979592,0.51020408,0.48571429,0.52307692,0.00897129,-0.06300229,0.13397129,-0.04807692,0.125,0.01492537,23,0,9.450844,7.325557,2.125287,-0.04524536,0.11389875,-0.11850093,0.09264588,0.145990327,0.417293996,0.788209779,0.830464293,1.278799973,0.326668392,2.262582447,-0.066174637,0.490590194,-0.503795901,2.11659212,-0.483468633,15.4,-8.8,0.4,-0.4,5.4,0.4,0.127,0.686,0.035,0.085,0.01,0.215,0.682,0.039,0.031,0.006,19,-3,-1,-2,0,1,1,0,0,0,1,13,2,-2,0.61,0.25,0.13,0.02,0.17,0.03,0.01,0,0.01,0.01,0.32,0.22,0.45,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
West Virginia,Colorado,CO,WV,WV-CO,South,West,0,2019.044657,38.349497,-81.633294,39.7391667,-104.984167,463,-3743976,1798306,5542282,6,"4,826","$98,687 ",359,"$7,471 ",215288858.6,-249783,72861,322644,-0.089101485,0.41529412,0.504395605,0.47058824,0.36,0.48571429,0.52307692,-0.05720339,-0.31492538,0.06779661,-0.30000001,0.125,0.01492537,24,1,67.267438,20.857805,-46.409633,0.09007712,-0.37145045,-0.11850093,0.09264588,-2.24012048,-0.117793668,-0.718614739,0.322375242,-0.228024545,-0.181420659,-0.12352836,-0.601262301,0.490590194,-0.503795901,2.11659212,-0.483468633,46.8,-20.2,23.8,0,-2.3,-0.5,0.013,0.92,0.039,0.008,0.001,0.215,0.682,0.039,0.031,0.006,40,14,13,14,0,-10,0,0,1,-1,0,-1,-4,22,0.78,0.39,0.29,0.02,0.06,0.02,0.01,0.01,0,0,0.18,0.16,0.69,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Wisconsin,Colorado,CO,WI,WI-CO,Midwest,West,0,1352.073118,43.074722,-89.384444,39.7391667,-104.984167,2101,189267,5731549,5542282,43,"29,432","$754,156 ","1,378","$29,741 ",1836068038,-9556,313088,322644,-0.110456215,0.39393939,0.504395605,0.42424242,0.36363636,0.48571429,0.52307692,0.01584508,-0.17492537,0.14084508,-0.16,0.125,0.01492537,26,1,17.330906,8.54602,-8.784886,-0.03304073,0.00479702,-0.11850093,0.09264588,-0.540369611,0.110705714,-0.160977774,1.194986978,0.32961242,0.691191077,1.576222509,-0.372762919,0.490590194,-0.503795901,2.11659212,-0.483468633,30.6,-14.6,13,2.4,-0.4,0.2,0.069,0.812,0.063,0.027,0.008,0.215,0.682,0.039,0.031,0.006,28,7,-4,3,2,9,-2,0,1,-1,0,6,-3,-2,0.71,0.22,0.18,0.04,0.25,0,0.01,0.01,0,0,0.25,0.17,0.45,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Wyoming,Colorado,CO,WY,WY-CO,West,West,1,157.3160422,41.145548,-104.802042,39.7391667,-104.984167,4254,-4968799,573483,5542282,15,"54,343","$1,335,811 ","3,167","$69,033 ",4102954967,-284316,38328,322644,-0.36272894,0.141666665,0.504395605,0.13333333,0.15,0.48571429,0.52307692,-0.325,-0.54433716,-0.2,-0.52941179,0.125,0.01492537,36,1,15.029411,-4.733335,-10.296076,-0.16583428,-0.01031488,-0.11850093,0.09264588,-1.474512753,-0.362616399,-1.147268547,-1.567290431,-0.656678353,-2.071086332,0.642079367,-0.846085032,0.490590194,-0.503795901,2.11659212,-0.483468633,34.1,-11.5,15.8,-3,-2.3,1.5,0.1,0.84,0.009,0.008,0.021,0.215,0.682,0.039,0.031,0.006,21,7,1,1,-2,-2,7,-1,0,0,0,7,0,7,0.71,0.27,0.16,0,0.14,0.09,0,0,0.01,0,0.26,0.2,0.54,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47
Alabama,Connecticut,CT,AL,AL-CT,South,Northeast,0,1595.214602,32.361538,-86.279118,41.767,-72.677,336,1263046,4819343,3556297,328,"6,408","$187,112 ",327,"$9,019 ",507969721.3,-54293,205625,259918,-0.29442868,0.27142857,0.56585725,0.22857143,0.31428571,0.55555556,0.57615894,-0.12031806,-0.51464529,-0.03389831,-0.33043477,0.08641975,0.18421052,5,0,65.293236,-13.144804,-52.148432,-0.0384034,-0.27149132,0.09304464,0.249993,-2.606982953,-0.401067435,-3.859822223,-3.11158845,-1.577025097,-1.370212074,0.070219312,-0.524753631,2.282797126,1.741376376,2.677202265,-0.123686196,33.5,-12,-1.2,16.8,-3.2,0.3,0.041,0.655,0.267,0.013,0.005,0.161,0.667,0.099,0.045,0.002,94,16,36,-4,11,-26,0,-3,-1,-1,-1,-11,-5,34,0.86,0.49,0.13,0.16,0.07,0.01,0,0,0,0,0.12,0.09,0.77,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Alaska,Connecticut,CT,AK,AK-CT,West,Northeast,0,4587.663806,58.301935,-134.41974,41.767,-72.677,0,-2825423,730874,3556297,19,"1,599","$38,057 ",105,"$2,232 ",41861961,-209514,50404,259918,-0.21585725,0.35,0.56585725,0.3,0.4,0.55555556,0.57615894,-0.43641974,-0.65789474,-0.34999999,-0.47368422,0.08641975,0.18421052,10,0,NA,NA,NA,NA,NA,0.09304464,0.249993,-2.223617293,-0.33742494,-2.373311144,-1.922535757,-0.090514018,-0.181159381,0.453584972,-0.461111136,2.282797126,1.741376376,2.677202265,-0.123686196,38.3,-9.1,-6.1,-7,2.1,14,0.07,0.606,0.029,0.066,0.142,0.161,0.667,0.099,0.045,0.002,50,-8,9,-5,-2,-17,4,-3,-1,0,-1,8,6,2,0.62,0.22,0.12,0.03,0.16,0.05,0,0,0.01,0,0.31,0.2,0.45,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Arizona,Connecticut,CT,AZ,AZ-CT,West,Northeast,0,3562.012868,33.448457,-112.073844,41.767,-72.677,730,3379061,6935358,3556297,1433,"22,563","$985,676 ",904,"$30,510 ",935923200.4,45931,305849,259918,-0.149190585,0.416666665,0.56585725,0.43333333,0.4,0.55555556,0.57615894,-0.18898385,-0.40506942,-0.1025641,-0.2208589,0.08641975,0.18421052,0,0,33.568685,-14.375585,-19.1931,-0.05071121,0.058062,0.09304464,0.249993,-1.226127051,-0.327473506,-2.910577081,-2.962768611,-0.627779955,-1.221392235,1.451075214,-0.451159702,2.282797126,1.741376376,2.677202265,-0.123686196,38.1,15.3,-12,-5.8,-1.3,3.7,0.314,0.547,0.041,0.032,0.039,0.161,0.667,0.099,0.045,0.002,43,-3,13,-5,-4,-12,4,-1,0,0,0,4,5,10,0.67,0.26,0.12,0.01,0.21,0.05,0.02,0.01,0.01,0.01,0.27,0.19,0.53,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Arkansas,Connecticut,CT,AR,AR-CT,South,Northeast,0,1882.245177,34.736009,-92.331122,41.767,-72.677,0,-587902,2968395,3556297,160,"3,064","$106,770 ",176,"$6,585 ",392683971.9,-138535,121383,259918,-0.228714395,0.337142855,0.56585725,0.31428571,0.36,0.55555556,0.57615894,-0.00191271,-0.3556391,0.08450704,-0.17142858,0.08641975,0.18421052,0,0,62.343432,-10.988618,-51.354814,-0.01684154,-0.26355514,0.09304464,0.249993,-2.695675796,-0.251434372,-4.132630098,-2.880589083,-1.849832972,-1.139212707,-0.018473531,-0.375120568,2.282797126,1.741376376,2.677202265,-0.123686196,22.9,-8.7,5.6,5.3,-2.9,0.4,0.074,0.723,0.152,0.016,0.006,0.161,0.667,0.099,0.045,0.002,73,9,33,-1,3,-25,0,-3,1,-1,-1,-5,-1,27,0.79,0.46,0.16,0.08,0.08,0.01,0,0.02,0,0,0.18,0.13,0.7,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
California,Connecticut,CT,CA,CA-CT,West,Northeast,0,4110.53197,38.555605,-121.468926,41.767,-72.677,5935,35529687,39085984,3556297,4229,"66,538","$3,620,867 ","3,421","$138,175 ",5204460223,2362813,2622731,259918,0.07164275,0.6375,0.56585725,0.625,0.65,0.55555556,0.57615894,0.09340481,-0.241957,0.17982456,-0.05774648,0.08641975,0.18421052,15,1,19.205116,-10.029705,-9.175411,-0.00725241,0.15823889,0.09304464,0.249993,-0.385117609,0.142591498,0.349774002,-0.182544402,2.632571128,1.558831974,2.292084656,0.018905302,2.282797126,1.741376376,2.677202265,-0.123686196,67.2,23,-29.7,-4.4,9.9,0.2,0.391,0.37,0.055,0.144,0.004,0.161,0.667,0.099,0.045,0.002,29,-7,7,-7,-3,-5,0,-1,0,1,1,4,4,6,0.63,0.2,0.1,0.02,0.28,0.01,0.02,0.01,0.02,0.02,0.27,0.18,0.49,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Colorado,Connecticut,CT,CO,CO-CT,West,Northeast,0,2717.685403,39.7391667,-104.984167,41.767,-72.677,1800,1985985,5542282,3556297,1070,"16,474","$756,358 ",738,"$25,009 ",390044260.4,62726,322644,259918,-0.061461645,0.504395605,0.56585725,0.48571429,0.52307692,0.55555556,0.57615894,0.03858025,-0.16928515,0.125,0.01492537,0.08641975,0.18421052,52,1,36.889269,-21.154557,-15.734712,-0.11850093,0.09264588,0.09304464,0.249993,-0.560610145,-0.359782437,-1.792206932,-2.245172277,0.490590194,-0.503795901,2.11659212,-0.483468633,2.282797126,1.741376376,2.677202265,-0.123686196,14.7,5.4,1.5,-6,-1.4,0.4,0.215,0.682,0.039,0.031,0.006,0.161,0.667,0.099,0.045,0.002,44,-6,13,-2,-3,-17,1,-2,-1,0,-1,-4,6,4,0.64,0.26,0.15,0.02,0.16,0.02,0.01,0,0.01,0,0.19,0.2,0.47,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Delaware,Connecticut,CT,DE,DE-CT,South,Northeast,0,377.2431368,39.161921,-75.526755,41.767,-72.677,174,-2603848,952449,3556297,0,"4,134","$167,355 ",231,"$8,123 ",174207108,-188465,71453,259918,0.024735085,0.590592335,0.56585725,0.57142857,0.6097561,0.55555556,0.57615894,0.15167549,-0.32706767,0.23809524,-0.14285715,0.08641975,0.18421052,44,1,23.802893,-11.727541,-12.075352,-0.02423077,0.12923948,0.09304464,0.249993,-1.173961979,-0.08101337,-1.210794302,-0.642614963,1.072002824,1.098761413,1.503240286,-0.204699566,2.282797126,1.741376376,2.677202265,-0.123686196,23.4,-6.8,-4.5,11.6,-0.5,0,0.093,0.622,0.215,0.04,0.002,0.161,0.667,0.099,0.045,0.002,25,-1,2,4,5,-11,-1,0,0,-1,1,0,4,9,0.69,0.15,0.21,0.1,0.22,0,0.03,0.01,0,0.02,0.23,0.18,0.52,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
District of Columbia,Connecticut,CT,DC,DC-CT,South,Northeast,0,NA,NA,NA,NA,NA,1149,-2871487,684810,3556297,0,"5,624","$263,942 ",382,"$18,941 ",73499446.9,-133434,126484,259918,NA,NA,0.56585725,NA,NA,0.55555556,0.57615894,0.54691358,0.18615984,0.63333333,0.37037036,0.08641975,0.18421052,NA,NA,NA,NA,NA,NA,NA,0.09304464,0.249993,NA,NA,NA,NA,NA,NA,NA,NA,2.282797126,1.741376376,2.677202265,-0.123686196,71.2,-5.1,-30.2,35.4,-0.5,0,0.11,0.365,0.453,0.04,0.002,0.161,0.667,0.099,0.045,0.002,28,-5,1,-2,7,-14,0,1,1,1,0,1,2,10,0.65,0.14,0.15,0.12,0.19,0.01,0.04,0.02,0.02,0.01,0.24,0.16,0.53,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Florida,Connecticut,CT,FL,FL-CT,South,Northeast,0,1632.07092,30.4518,-84.27277,41.767,-72.677,11249,17216074,20772371,3556297,10612,"187,672","$8,505,704 ","8,127","$305,078 ",3324588647,666131,926049,259918,-0.22835725,0.3375,0.56585725,0.35,0.325,0.55555556,0.57615894,-0.0909652,-0.31995713,-0.00454545,-0.13574661,0.08641975,0.18421052,32,1,33.199028,-8.183629,-25.015399,0.01120835,-0.00016099,0.09304464,0.249993,-0.990453983,-0.264100188,-3.073125127,-2.861385106,-0.790328001,-1.12000873,1.686748282,-0.387786384,2.282797126,1.741376376,2.677202265,-0.123686196,29.6,9.5,-12.9,5.5,-1.7,0,0.256,0.538,0.154,0.028,0.002,0.161,0.667,0.099,0.045,0.002,33,0,11,-3,3,-12,0,0,-1,-1,-1,1,3,11,0.7,0.24,0.14,0.08,0.21,0.01,0.03,0,0,0,0.24,0.17,0.54,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Georgia,Connecticut,CT,GA,GA-CT,South,Northeast,0,1360.421509,33.76,-84.39,41.767,-72.677,2216,6743200,10299497,3556297,1567,"45,907","$1,601,578 ","1,973","$58,127 ",4078833247,271384,531302,259918,-0.24462709,0.32123016,0.56585725,0.30357143,0.33888889,0.55555556,0.57615894,-0.08641975,-0.46810881,0,-0.28389829,0.08641975,0.18421052,18,0,59.562248,-19.90844,-39.653808,-0.10603976,-0.14654508,0.09304464,0.249993,-1.752196585,-0.146988728,-4.1791549,-3.166176251,-1.896357774,-1.424799875,0.92500568,-0.270674924,2.282797126,1.741376376,2.677202265,-0.123686196,42.4,-6.5,-14.1,21.2,-0.6,0,0.096,0.526,0.311,0.039,0.002,0.161,0.667,0.099,0.045,0.002,76,9,25,-5,12,-24,0,-2,-1,-1,-1,-5,-1,23,0.79,0.38,0.12,0.17,0.09,0.01,0.01,0,0,0,0.18,0.13,0.66,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Hawaii,Connecticut,CT,HI,HI-CT,West,Northeast,0,8069.906637,21.30895,-157.826182,41.767,-72.677,238,-2145547,1410750,3556297,234,"7,168","$191,282 ",623,"$14,795 ",123813141.3,-175247,84671,259918,0.3455153,0.91137255,0.56585725,0.96,0.8627451,0.55555556,0.57615894,0.05151128,-0.38421052,0.13793103,-0.2,0.08641975,0.18421052,19,1,NA,NA,NA,NA,NA,0.09304464,0.249993,-0.191888936,0.001956173,0.103326043,-0.180497221,2.386123169,1.560879155,2.485313329,-0.121730023,2.282797126,1.741376376,2.677202265,-0.123686196,91.7,-5.6,-44.9,-8.3,32.8,-0.1,0.105,0.218,0.016,0.373,0.001,0.161,0.667,0.099,0.045,0.002,51,-7,12,-6,-3,-13,2,-3,-1,7,-1,3,6,4,0.63,0.25,0.11,0.02,0.2,0.03,0,0,0.08,0,0.26,0.2,0.47,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
Idaho,Connecticut,CT,ID,ID-CT,West,Northeast,0,3529.119814,43.613739,-116.237651,41.767,-72.677,0,-1862115,1694182,3556297,0,"1,708","$59,559 ",66,"$1,539 ",46081979.1,-191541,68377,259918,-0.36585725,0.2,0.56585725,0.2,0.2,0.55555556,0.57615894,-0.1680524,-0.40870031,-0.08163265,-0.22448979,0.08641975,0.18421052,16,0,60.651071,-27.949345,-32.701726,-0.18644881,-0.07702426,0.09304464,0.249993,-1.801250179,-0.820131571,-3.552474794,-3.392318091,-1.269677668,-1.650941715,0.875952086,-0.943817767,2.282797126,1.741376376,2.677202265,-0.123686196,32.4,-3.7,15.3,-9.3,-3.2,0.9,0.124,0.82,0.006,0.013,0.011,0.161,0.667,0.099,0.045,0.002,64,-3,8,-1,-5,-23,18,-3,0,-1,-1,4,8,8,0.67,0.21,0.16,0,0.1,0.19,0,0.01,0,0,0.27,0.22,0.51,0.7,0.13,0.17,0.05,0.33,0.01,0.03,0.01,0.01,0.01,0.23,0.14,0.43
